
✅ hippocampus_389.nii.gz: img max=1.0000, lbl sum=4131
Batch 108 Loss 7.821916369721293e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 109. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005120613146573305
Batch 109 Loss 0.005120613146573305
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 110. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00048749556299299
Batch 110 Loss 0.00048749556299299
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 111. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005002135410904884
Batch 111 Loss 0.005002135410904884
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 112. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00796579197049141
Batch 112 Loss 0.00796579197049141
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 113. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004360071383416653
Batch 113 Loss 0.004360071383416653
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Validation complete
Training epoch 8...

Epoch: 8 Train loss: 0.005743626970797777, 0.1% complete
..........
Epoch: 8 Train loss: 0.005508397240191698, 1.2% complete
..........
Epoch: 8 Train loss: 0.006677836645394564, 2.3% complete
..........
Epoch: 8 Train loss: 1.6782039892859757e-05, 3.4% complete
..........
Epoch: 8 Train loss: 0.005251806695014238, 4.4% complete
..........
Epoch: 8 Train loss: 0.0003015163238160312, 5.5% complete
..........
Epoch: 8 Train loss: 0.004811996128410101, 6.6% complete
..........
Epoch: 8 Train loss: 0.010903595015406609, 7.7% complete
..........
Epoch: 8 Train loss: 0.00018836742674466223, 8.8% complete
..........
Epoch: 8 Train loss: 9.866489563137293e-06, 9.9% complete
..........
Epoch: 8 Train loss: 1.4689576346427202e-06, 11.0% complete
..........
Epoch: 8 Train loss: 0.007549317087978125, 12.0% complete
..........
Epoch: 8 Train loss: 0.006015051156282425, 13.1% complete
..........
Epoch: 8 Train loss: 0.006731310859322548, 14.2% complete
..........
Epoch: 8 Train loss: 2.6712270482676104e-05, 15.3% complete
..........
Epoch: 8 Train loss: 0.0018357904627919197, 16.4% complete
..........
Epoch: 8 Train loss: 0.0031292501371353865, 17.5% complete
..........
Epoch: 8 Train loss: 0.005628904327750206, 18.5% complete
..........
Epoch: 8 Train loss: 0.002866367343813181, 19.6% complete
..........
Epoch: 8 Train loss: 0.004786064848303795, 20.7% complete
..........
Epoch: 8 Train loss: 0.006096644327044487, 21.8% complete
..........
Epoch: 8 Train loss: 9.736620995681733e-06, 22.9% complete
..........
Epoch: 8 Train loss: 0.003907854203134775, 24.0% complete
..........
Epoch: 8 Train loss: 0.0046477895230054855, 25.1% complete
..........
Epoch: 8 Train loss: 3.9246369851753116e-06, 26.1% complete
..........
Epoch: 8 Train loss: 1.1265365174040198e-06, 27.2% complete
..........
Epoch: 8 Train loss: 0.0006576038431376219, 28.3% complete
..........
Epoch: 8 Train loss: 0.008988549932837486, 29.4% complete
..........
Epoch: 8 Train loss: 0.0061301966197788715, 30.5% complete
..........
Epoch: 8 Train loss: 0.005095267202705145, 31.6% complete
..........
Epoch: 8 Train loss: 0.005844695959240198, 32.6% complete
..........
Epoch: 8 Train loss: 0.005566692445427179, 33.7% complete
..........
Epoch: 8 Train loss: 0.0021833356004208326, 34.8% complete
..........
Epoch: 8 Train loss: 0.010741650126874447, 35.9% complete
..........
Epoch: 8 Train loss: 0.00640506949275732, 37.0% complete
..........
Epoch: 8 Train loss: 0.012309038080275059, 38.1% complete
..........
Epoch: 8 Train loss: 0.003849310101941228, 39.2% complete
..........
Epoch: 8 Train loss: 0.007212653290480375, 40.2% complete
..........
Epoch: 8 Train loss: 3.3923712180694565e-05, 41.3% complete
..........
Epoch: 8 Train loss: 0.004624687600880861, 42.4% complete
..........
Epoch: 8 Train loss: 0.0034721950069069862, 43.5% complete
..........
Epoch: 8 Train loss: 0.004206629935652018, 44.6% complete
..........
Epoch: 8 Train loss: 6.5532076405361295e-06, 45.7% complete
..........
Epoch: 8 Train loss: 7.6556701969821e-05, 46.7% complete
..........
Epoch: 8 Train loss: 0.004126803018152714, 47.8% complete
..........
Epoch: 8 Train loss: 0.004757503047585487, 48.9% complete
..........
Epoch: 8 Train loss: 1.9300277926959097e-06, 50.0% complete
..........
Epoch: 8 Train loss: 7.965965778566897e-06, 51.1% complete
..........
Epoch: 8 Train loss: 0.00737778190523386, 52.2% complete
..........
Epoch: 8 Train loss: 0.0007190231117419899, 53.3% complete
..........
Epoch: 8 Train loss: 0.0009153333958238363, 54.3% complete
..........
Epoch: 8 Train loss: 0.0009475979604758322, 55.4% complete
..........
Epoch: 8 Train loss: 0.0049450150690972805, 56.5% complete
..........
Epoch: 8 Train loss: 0.007102765142917633, 57.6% complete
..........
Epoch: 8 Train loss: 0.0018541308818385005, 58.7% complete
..........
Epoch: 8 Train loss: 0.010621585883200169, 59.8% complete
..........
Epoch: 8 Train loss: 3.73198781744577e-05, 60.8% complete
..........
Epoch: 8 Train loss: 4.81082679471001e-06, 61.9% complete
..........
Epoch: 8 Train loss: 0.003098746994510293, 63.0% complete
..........
Epoch: 8 Train loss: 0.004548375029116869, 64.1% complete
..........
Epoch: 8 Train loss: 0.002999925520271063, 65.2% complete
..........
Epoch: 8 Train loss: 0.0068389722146093845, 66.3% complete
..........
Epoch: 8 Train loss: 3.77126743842382e-05, 67.4% complete
..........
Epoch: 8 Train loss: 3.8111102185212076e-06, 68.4% complete
..........
Epoch: 8 Train loss: 0.012679781764745712, 69.5% complete
..........
Epoch: 8 Train loss: 7.529743015766144e-07, 70.6% complete
..........
Epoch: 8 Train loss: 0.0034428148064762354, 71.7% complete
..........
Epoch: 8 Train loss: 1.8228747649118304e-06, 72.8% complete
..........
Epoch: 8 Train loss: 0.009228588081896305, 73.9% complete
..........
Epoch: 8 Train loss: 0.007587892469018698, 74.9% complete
..........
Epoch: 8 Train loss: 0.00805841013789177, 76.0% complete
..........
Epoch: 8 Train loss: 0.0017414732137694955, 77.1% complete
..........
Epoch: 8 Train loss: 0.007005228661000729, 78.2% complete
..........
Epoch: 8 Train loss: 0.004095852840691805, 79.3% complete
..........
Epoch: 8 Train loss: 0.0070936912670731544, 80.4% complete
..........
Epoch: 8 Train loss: 0.0007064210949465632, 81.5% complete
..........
Epoch: 8 Train loss: 6.755799404345453e-06, 82.5% complete
..........
Epoch: 8 Train loss: 0.008626182563602924, 83.6% complete
..........
Epoch: 8 Train loss: 0.004588474053889513, 84.7% complete
..........
Epoch: 8 Train loss: 0.007050294894725084, 85.8% complete
..........
Epoch: 8 Train loss: 0.0021992020774632692, 86.9% complete
..........
Epoch: 8 Train loss: 0.005041095893830061, 88.0% complete
..........
Epoch: 8 Train loss: 1.259788405150175e-06, 89.0% complete
..........
Epoch: 8 Train loss: 0.0006068805232644081, 90.1% complete
..........
Epoch: 8 Train loss: 0.00428151385858655, 91.2% complete
..........
Epoch: 8 Train loss: 1.491280272603035e-06, 92.3% complete
..........
Epoch: 8 Train loss: 0.0022914495784789324, 93.4% complete
..........
Epoch: 8 Train loss: 0.0028294511139392853, 94.5% complete
..........
Epoch: 8 Train loss: 2.940321428468451e-05, 95.6% complete
..........
Epoch: 8 Train loss: 0.006970065180212259, 96.6% complete
..........
Epoch: 8 Train loss: 3.4025360946543515e-06, 97.7% complete
..........
Epoch: 8 Train loss: 0.010163535363972187, 98.8% complete
..........
Epoch: 8 Train loss: 1.3557342754211277e-05, 99.9% complete
..
Training complete
Validating epoch 8...
Batch 0. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004500411916524172
Batch 0 Loss 0.004500411916524172
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 1. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006546125281602144
Batch 1 Loss 0.006546125281602144
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 2. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0062324488535523415
Batch 2 Loss 0.0062324488535523415
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 3. Data shape torch.Size([8, 1, 64, 64]) Loss 3.3552059903740883e-06
Batch 3 Loss 3.3552059903740883e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 4. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005925983190536499
Batch 4 Loss 0.005925983190536499
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 5. Data shape torch.Size([8, 1, 64, 64]) Loss 1.9902290659956634e-06
Batch 5 Loss 1.9902290659956634e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 6. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00044472640729509294
Batch 6 Loss 0.00044472640729509294
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 7. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0005025957943871617
Batch 7 Loss 0.0005025957943871617
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 8. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008113312534987926
Batch 8 Loss 0.008113312534987926
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 9. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00641191890463233
Batch 9 Loss 0.00641191890463233
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 10. Data shape torch.Size([8, 1, 64, 64]) Loss 2.521176793379709e-05
Batch 10 Loss 2.521176793379709e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 11. Data shape torch.Size([8, 1, 64, 64]) Loss 0.001812223345041275
Batch 11 Loss 0.001812223345041275
target unique values: [0 2]
prediction softmax sample: [1. 0. 0.]
Batch 12. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004560871981084347
Batch 12 Loss 0.004560871981084347
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 13. Data shape torch.Size([8, 1, 64, 64]) Loss 3.912835381925106e-06
Batch 13 Loss 3.912835381925106e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 14. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0054547348991036415
Batch 14 Loss 0.0054547348991036415
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 15. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0068953922018408775
Batch 15 Loss 0.0068953922018408775
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 16. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005143518093973398
Batch 16 Loss 0.005143518093973398
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 17. Data shape torch.Size([8, 1, 64, 64]) Loss 2.263794158352539e-05
Batch 17 Loss 2.263794158352539e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 18. Data shape torch.Size([8, 1, 64, 64]) Loss 4.90332386107184e-05
Batch 18 Loss 4.90332386107184e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 19. Data shape torch.Size([8, 1, 64, 64]) Loss 8.771603461354971e-07
Batch 19 Loss 8.771603461354971e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 20. Data shape torch.Size([8, 1, 64, 64]) Loss 5.077185051050037e-05
Batch 20 Loss 5.077185051050037e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 21. Data shape torch.Size([8, 1, 64, 64]) Loss 9.383365977555513e-07
Batch 21 Loss 9.383365977555513e-07
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 22. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004658678080886602
Batch 22 Loss 0.004658678080886602
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 23. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0034571026917546988
Batch 23 Loss 0.0034571026917546988
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 24. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00528904190286994
Batch 24 Loss 0.00528904190286994
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 25. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004981654696166515
Batch 25 Loss 0.004981654696166515
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 26. Data shape torch.Size([8, 1, 64, 64]) Loss 3.705579729285091e-06
Batch 26 Loss 3.705579729285091e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 27. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0001646808086661622
Batch 27 Loss 0.0001646808086661622
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 28. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005933617707341909
Batch 28 Loss 0.005933617707341909
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 29. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008884529583156109
Batch 29 Loss 0.008884529583156109
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 30. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0062673562206327915
Batch 30 Loss 0.0062673562206327915
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 31. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005059781018644571
Batch 31 Loss 0.005059781018644571
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 32. Data shape torch.Size([8, 1, 64, 64]) Loss 4.937762423651293e-05
Batch 32 Loss 4.937762423651293e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 33. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0011123870499432087
Batch 33 Loss 0.0011123870499432087
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 34. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00625565554946661
Batch 34 Loss 0.00625565554946661
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 35. Data shape torch.Size([8, 1, 64, 64]) Loss 1.0190728062298149e-05
Batch 35 Loss 1.0190728062298149e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 36. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0069450861774384975
Batch 36 Loss 0.0069450861774384975
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 37. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0027679982595145702
Batch 37 Loss 0.0027679982595145702
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 38. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00026714600971899927
Batch 38 Loss 0.00026714600971899927
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 39. Data shape torch.Size([8, 1, 64, 64]) Loss 0.001687735435552895
Batch 39 Loss 0.001687735435552895
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 40. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007413752842694521
Batch 40 Loss 0.007413752842694521
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 41. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003122523659840226
Batch 41 Loss 0.003122523659840226
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 42. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0016588965663686395
Batch 42 Loss 0.0016588965663686395
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 43. Data shape torch.Size([8, 1, 64, 64]) Loss 1.2243988749105483e-05
Batch 43 Loss 1.2243988749105483e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 44. Data shape torch.Size([8, 1, 64, 64]) Loss 0.009900093078613281
Batch 44 Loss 0.009900093078613281
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 45. Data shape torch.Size([8, 1, 64, 64]) Loss 2.116590621881187e-05
Batch 45 Loss 2.116590621881187e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 46. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0007903204532340169
Batch 46 Loss 0.0007903204532340169
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 47. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004294115584343672
Batch 47 Loss 0.004294115584343672
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 48. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0028336516115814447
Batch 48 Loss 0.0028336516115814447
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 49. Data shape torch.Size([8, 1, 64, 64]) Loss 1.0162388207390904e-05
Batch 49 Loss 1.0162388207390904e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 50. Data shape torch.Size([8, 1, 64, 64]) Loss 1.8701837689150125e-05
Batch 50 Loss 1.8701837689150125e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 51. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0028676283545792103
Batch 51 Loss 0.0028676283545792103
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 52. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0034438332077115774
Batch 52 Loss 0.0034438332077115774
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 53. Data shape torch.Size([8, 1, 64, 64]) Loss 0.008063131012022495
Batch 53 Loss 0.008063131012022495
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 54. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0008667338406667113
Batch 54 Loss 0.0008667338406667113
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 55. Data shape torch.Size([8, 1, 64, 64]) Loss 8.744252409087494e-05
Batch 55 Loss 8.744252409087494e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 56. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004541413858532906
Batch 56 Loss 0.004541413858532906
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 57. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0011423650430515409
Batch 57 Loss 0.0011423650430515409
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 58. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00735330767929554
Batch 58 Loss 0.00735330767929554
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 59. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00018230642308481038
Batch 59 Loss 0.00018230642308481038
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 60. Data shape torch.Size([8, 1, 64, 64]) Loss 9.878436685539782e-06
Batch 60 Loss 9.878436685539782e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 61. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00519378250464797
Batch 61 Loss 0.00519378250464797
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 62. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0036218012683093548
Batch 62 Loss 0.0036218012683093548
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 63. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0016343521419912577
Batch 63 Loss 0.0016343521419912577
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 64. Data shape torch.Size([8, 1, 64, 64]) Loss 2.5278422981500626e-06
Batch 64 Loss 2.5278422981500626e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 65. Data shape torch.Size([8, 1, 64, 64]) Loss 0.003312749322503805
Batch 65 Loss 0.003312749322503805
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 66. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006957776378840208
Batch 66 Loss 0.006957776378840208
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 67. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005795017350465059
Batch 67 Loss 0.005795017350465059
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 68. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005827334243804216
Batch 68 Loss 0.005827334243804216
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 69. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006857047323137522
Batch 69 Loss 0.006857047323137522
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 70. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0056058503687381744
Batch 70 Loss 0.0056058503687381744
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 71. Data shape torch.Size([8, 1, 64, 64]) Loss 5.7555444072932005e-06
Batch 71 Loss 5.7555444072932005e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 72. Data shape torch.Size([8, 1, 64, 64]) Loss 7.085487595759332e-06
Batch 72 Loss 7.085487595759332e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 73. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0027640233747661114
Batch 73 Loss 0.0027640233747661114
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 74. Data shape torch.Size([8, 1, 64, 64]) Loss 2.6092973712366074e-05
Batch 74 Loss 2.6092973712366074e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 75. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007453368045389652
Batch 75 Loss 0.007453368045389652
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 76. Data shape torch.Size([8, 1, 64, 64]) Loss 1.1465788702480495e-05
Batch 76 Loss 1.1465788702480495e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 77. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004908428061753511
Batch 77 Loss 0.004908428061753511
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 78. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0023237806744873524
Batch 78 Loss 0.0023237806744873524
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 79. Data shape torch.Size([8, 1, 64, 64]) Loss 0.007204339373856783
Batch 79 Loss 0.007204339373856783
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 80. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0050696684047579765
Batch 80 Loss 0.0050696684047579765
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 81. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005736374296247959
Batch 81 Loss 0.005736374296247959
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 82. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002899511717259884
Batch 82 Loss 0.002899511717259884
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 83. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0053962054662406445
Batch 83 Loss 0.0053962054662406445
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 84. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004858020227402449
Batch 84 Loss 0.004858020227402449
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 85. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00012780680845025927
Batch 85 Loss 0.00012780680845025927
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 86. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004422225523740053
Batch 86 Loss 0.004422225523740053
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 87. Data shape torch.Size([8, 1, 64, 64]) Loss 1.9210114260204136e-05
Batch 87 Loss 1.9210114260204136e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 88. Data shape torch.Size([8, 1, 64, 64]) Loss 0.002294764621183276
Batch 88 Loss 0.002294764621183276
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 89. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0004792973631992936
Batch 89 Loss 0.0004792973631992936
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 90. Data shape torch.Size([8, 1, 64, 64]) Loss 0.00859417300671339
Batch 90 Loss 0.00859417300671339
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 91. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0002481210685800761
Batch 91 Loss 0.0002481210685800761
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 92. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0034792013466358185
Batch 92 Loss 0.0034792013466358185
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 93. Data shape torch.Size([8, 1, 64, 64]) Loss 0.000737774302251637
Batch 93 Loss 0.000737774302251637
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 94. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006906544789671898
Batch 94 Loss 0.006906544789671898
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 95. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0037898123264312744
Batch 95 Loss 0.0037898123264312744
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 96. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0001530034060124308
Batch 96 Loss 0.0001530034060124308
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 97. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0005094320513308048
Batch 97 Loss 0.0005094320513308048
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 98. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006360155530273914
Batch 98 Loss 0.006360155530273914
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 99. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0026571792550385
Batch 99 Loss 0.0026571792550385
target unique values: [0 1]
prediction softmax sample: [1. 0. 0.]
Batch 100. Data shape torch.Size([8, 1, 64, 64]) Loss 1.124312257161364e-05
Batch 100 Loss 1.124312257161364e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 101. Data shape torch.Size([8, 1, 64, 64]) Loss 5.949709884589538e-05
Batch 101 Loss 5.949709884589538e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 102. Data shape torch.Size([8, 1, 64, 64]) Loss 0.0050405231304466724
Batch 102 Loss 0.0050405231304466724
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 103. Data shape torch.Size([8, 1, 64, 64]) Loss 0.006173640955239534
Batch 103 Loss 0.006173640955239534
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 104. Data shape torch.Size([8, 1, 64, 64]) Loss 2.5302470021415502e-05
Batch 104 Loss 2.5302470021415502e-05
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 105. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004648643080145121
Batch 105 Loss 0.004648643080145121
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 106. Data shape torch.Size([8, 1, 64, 64]) Loss 2.944514562841505e-06
Batch 106 Loss 2.944514562841505e-06
target unique values: [0]
prediction softmax sample: [1. 0. 0.]
Batch 107. Data shape torch.Size([8, 1, 64, 64]) Loss 0.005509587004780769
Batch 107 Loss 0.005509587004780769
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
Batch 108. Data shape torch.Size([8, 1, 64, 64]) Loss 0.004732844885438681
Batch 108 Loss 0.004732844885438681
target unique values: [0 1 2]
prediction softmax sample: [1. 0. 0.]
